step,mean_reward,min,max
2138400,-1320.237814825663,-1685.68083097589,-877.4547916125528
2140600,-1392.233695369946,-1665.2298456127112,-1001.6256223298021
2142800,-1199.1037153383068,-1650.2771879383936,-902.4973861431599
2145000,-1182.4121975398627,-1755.8776998160342,-831.652189266792
2147200,-1177.0934291899066,-1548.6000336969157,-898.1229705876142
2149400,-1079.3131488870797,-1363.6011677493948,-859.9802208609163
2151600,-1147.7340606127755,-1527.1316848329236,-894.5931959220605
2153800,-1284.7855668024397,-1689.3630066235412,-874.8922026259828
2156000,-1155.0584587763692,-1567.2613004809887,-809.4303937055686
2158200,-1212.1189287759235,-1747.817815861882,-880.2153061017101
2160400,-1283.0143449303362,-1734.6621021816866,-877.4786643460151
2162600,-1240.2605287438919,-1676.8418711619097,-859.756390903435
2164800,-1235.5805831008192,-1693.2943130726114,-863.3437284674669
2167000,-1295.734527864908,-1649.9031892024664,-965.179722600808
2169200,-1139.4161443198034,-1785.761822077051,-623.879597309018
2171400,-1274.4730752070025,-1819.3598614573261,-794.4180020657307
2173600,-1277.3610023029821,-1842.59722773607,-1066.6048361093578
2175800,-1208.3654128525327,-1531.933692734395,-834.4115627535692
2178000,-1358.1936935080596,-1752.7227011864409,-983.9509655893183
2180200,-1379.420076957604,-1803.934209465218,-867.3491454602577
2182400,-1119.4764711220307,-1691.4233049441518,-869.5639763581946
2184600,-1126.6042611000216,-1690.7610523926433,-859.2270691767385
2186800,-1105.1915826756147,-1514.5357736742185,-851.6109634980547
2189000,-1097.8194255007472,-1710.3194102840255,-851.6234667571499
2191200,-1391.644446439135,-1789.1731723131047,-766.917473070477
2193400,-1099.486619236145,-1584.7276531869607,-873.8088815602375
2195600,-1160.8710513745423,-1661.6143863996397,-846.741231021562
2197800,-1404.6063398009278,-1682.1302901476633,-967.3656688643232
2200000,-1146.232642659832,-1758.7074886805572,-838.9838314672018
2202200,-1251.328314966103,-1848.779390535764,-883.3230187691156
2204400,-1281.1182053033579,-1574.9401436715475,-883.428348828475
2206600,-1301.9405996330408,-1741.3740222788604,-845.2709425792906
2208800,-1311.7699090513436,-1805.534217278275,-756.7364938655384
2211000,-1028.4370862300236,-1337.932403092415,-858.6040396033504
2213200,-1271.380837793866,-1685.5058649267778,-914.0665513920783
2215400,-1352.4138246011807,-1828.315545189966,-796.2175832473229
2217600,-1239.746188043959,-1824.7114823603922,-854.4911071270647
2219800,-1415.5005412661383,-1750.279094491953,-860.1246560519897
2222000,-1184.424466022089,-1593.506654122096,-789.0653370962806
2224200,-1299.5924132248476,-1838.7718829391922,-884.0808741262576
2226400,-1181.9095731394018,-1721.3450458765394,-757.3956783955289
2228600,-1194.5321149730728,-1739.2193942763904,-764.1853600484259
2230800,-1221.0066508874781,-1791.0560400198215,-871.1647798481479
2233000,-1152.7192570401123,-1773.1929933662605,-843.4155644935082
2235200,-1225.0367196448435,-1779.90500326045,-754.6160400230223
2237400,-1341.7349435673684,-1588.171375447265,-886.3314360145296
2239600,-1301.5620435546653,-1741.3338761000539,-974.2060255175286
2241800,-1293.3586619288583,-1860.9350433971128,-905.4152473593034
2244000,-1198.638996449714,-1778.9362428159134,-787.9781031853518
2246200,-1234.9254829190515,-1706.6350410578066,-861.3923759203166
2248400,-1410.109691309656,-1779.933866705789,-998.4751804047188
2250600,-1283.9122551426824,-1584.6891856338464,-943.2460740977486
2252800,-1191.5185929036254,-1725.999952682967,-765.560382048183
2255000,-1205.928483422353,-1487.6975909416046,-963.6276050518343
2257200,-1272.0844232029888,-1743.641271540064,-851.7551795050307
2259400,-1107.1779521251917,-1450.644212213554,-691.6673798345358
2261600,-1308.483778631793,-1761.9123607681015,-809.0173443063842
2263800,-1142.3631196113538,-1457.3934582761847,-854.2177767704945
2266000,-1456.8247336020995,-1853.6533193353598,-870.8164328720786
2268200,-1071.1777103058128,-1403.4346239509478,-860.1095472095251
2270400,-1192.7115373022061,-1806.85501102811,-757.203338383096
2272600,-1181.0433701373643,-1760.3020586866583,-836.6182364062433
2274800,-1294.3189545003154,-1692.2906802166965,-807.2687084850114
2277000,-1234.6660034265744,-1699.1907173335396,-918.3644981719306
2279200,-1168.7675625207205,-1696.1169612818326,-862.0830348370987
2281400,-1130.9931057195126,-1676.3594126837104,-758.2891915031813
2283600,-1076.864736030161,-1489.415086228743,-753.40066005574
2285800,-1174.3141666680858,-1616.3335531395899,-865.1851301297288
2288000,-1266.6682016401012,-1811.8213503969373,-898.6973604465902
2290200,-1341.327520735822,-1829.4737268563824,-777.2961004627969
2292400,-1278.0376059113728,-1763.552831282265,-858.6275749878625
2294600,-1134.8771166751337,-1613.8690849956067,-789.4599000682804
2296800,-1151.5434035650885,-1475.8398167665482,-772.4439076089894
2299000,-1238.4747561224851,-1789.1713868648812,-854.0081388363083
2301200,-1282.672202684502,-1713.0191453995567,-913.3101888718627
2303400,-1162.752221590035,-1526.2985489893917,-865.1200429921483
2305600,-1289.3867588771132,-1800.3032807921934,-869.2960914754814
2307800,-1237.5191419683292,-1769.6009142063278,-865.8336866265357
2310000,-1199.3498731629197,-1692.4648346905808,-765.1758422541334
2312200,-1353.6562820007825,-1654.0691793826888,-889.583330199543
2314400,-1144.3330919976763,-1733.5565896871906,-856.7706180906624
2316600,-1098.8203648874116,-1812.3164923252787,-751.8802643817532
2318800,-1260.7966990968341,-1683.3347045791097,-813.5538481270746
2321000,-1147.080357954804,-1619.0845794553863,-763.3724352066032
2323200,-1198.915175218562,-1812.5738944093846,-770.7685689222684
2325400,-1273.1808073679429,-1653.9441929927866,-850.1176353678603
2327600,-1240.953982342273,-1671.3312839829414,-913.5174449480329
2329800,-1110.4687406331707,-1498.6729121279423,-772.7837744554143
2332000,-1326.545045834125,-1786.3696685265957,-852.2318630851898
2334200,-1331.229881803741,-1814.3784811284434,-967.8845250675006
2336400,-1284.1488045079786,-1681.39661280771,-906.361228001728
2338600,-1080.2053236412348,-1392.7998859405136,-840.6735386617005
2340800,-1081.7484291926753,-1699.9358291321048,-777.6345516403964
2343000,-1160.8021678767448,-1574.4249991037127,-871.3016143372067
2345200,-1181.383813253701,-1703.990264793531,-635.9516196940518
2347400,-1346.6994985625167,-1796.7291621014447,-744.211767573021
2349600,-1379.511148657357,-1869.0675500377329,-888.1811001029358
2351800,-1228.6545164511872,-1600.4625718205418,-921.9108616220412
2354000,-1145.9332428117318,-1730.259110391759,-760.8039925608658
2356200,-1337.870586098753,-1819.0724733251334,-920.8085273595154
2358400,-1117.9555867688405,-1564.6004055149556,-786.9315458554182
2360600,-1205.0100887838742,-1582.587233114996,-918.8312306583371
2362800,-1206.281101180557,-1653.1599334190394,-904.3289983879006
2365000,-1195.3295196418442,-1702.7525563690729,-682.3756691482691
2367200,-1282.9696295826764,-1721.0510740414495,-868.577830968771
2369400,-1429.5115614753418,-1746.5085062695446,-1037.692471195602
2371600,-1310.8033756154393,-1812.7009453426883,-891.587038817416
2373800,-1161.2923847046975,-1710.2740634874092,-790.9471318433176
2376000,-1239.8363360536177,-1762.7034133818531,-866.6106263668154
2378200,-1310.3356052791405,-1662.6128265048005,-897.6541681004477
2380400,-1322.279586730533,-1677.1910553829641,-961.9638730349204
2382600,-1236.8435479183133,-1557.585978121948,-900.0097903242267
2384800,-1197.07121819811,-1735.1820800614018,-888.2937455826908
2387000,-1158.6413266904176,-1835.78328059268,-834.175425966797
2389200,-1197.3299377058022,-1606.8482818900493,-849.4862750453822
2391400,-1297.3052079284307,-1640.4413201057032,-860.8660372929746
2393600,-1261.3001973285661,-1629.7012555299746,-867.223847649366
2395800,-1395.6671762500255,-1758.1821951391328,-964.1062495050163
2398000,-1399.581532394195,-1783.190969036002,-977.644439739939
2400200,-1162.9690577862993,-1533.7016802256192,-759.9516445026934
2402400,-1252.7735814697326,-1825.0526647484403,-847.4186069882168
2404600,-1278.2770279280583,-1636.6502153144122,-875.5360647025431
2406800,-1154.3725228368285,-1703.994591474348,-767.6262310635323
2409000,-1371.9633989219205,-1631.9761350152178,-995.1790867525266
2411200,-1325.844586339609,-1829.685112040615,-989.6654086421998
2413400,-1247.4391049042997,-1628.0853821100347,-831.2232922665153
2415600,-1130.947797955971,-1542.721498307068,-770.4877903138467
2417800,-1219.6467228271372,-1713.1764238528467,-772.8823291860263
2420000,-1221.1842359130094,-1766.9501803544488,-865.8065665092674
2422200,-1303.2979580986832,-1744.1758994906031,-884.4526672157558
2424400,-1377.2536356071448,-1649.4310111317025,-893.7104209174316
2426600,-1244.434224577375,-1698.6219361018316,-872.1801616695278
2428800,-1333.6459319197954,-1839.778325821169,-867.9861627261828
2431000,-1260.4314960818776,-1740.3504354871723,-856.810339279896
2433200,-1510.9204719566296,-1812.0981041851094,-1205.2245487774067
2435400,-1193.4768230512777,-1800.4338857630405,-896.7120145263634
2437600,-1198.2445892539215,-1696.956162330982,-860.6814889530101
2439800,-1340.1926826567017,-1755.4423464717304,-850.7695242386831
2442000,-1253.8183383985017,-1712.9526202314137,-793.1650853165901
2444200,-1266.9873880054424,-1604.8800981544462,-897.4905450770676
2446400,-1260.7798763416276,-1724.869488910205,-944.9454992116503
2448600,-1082.5048930165897,-1418.6798854948026,-876.8869170647881
2450800,-1247.8081045911852,-1736.6859536637191,-882.3045527598306
2453000,-1096.3485049315523,-1708.0850954679458,-764.2064699533448
2455200,-1246.2196512080432,-1683.3153245066205,-869.0362660200631
2457400,-1191.6175042071297,-1613.3104406507591,-756.6213125451475
2459600,-1200.3564592729188,-1649.1396470125471,-891.1288941800111
2461800,-1163.8854164442396,-1634.640810497217,-755.3704279710121
2464000,-1209.4349665499142,-1615.3884033903073,-846.9695024509904
2466200,-1170.4491503840227,-1725.381276074858,-840.4011039131102
2468400,-1246.3705570521415,-1808.4113322911758,-869.5419689799061
2470600,-1217.4256448975536,-1803.2300286085786,-871.578908079155
2472800,-1164.841996965809,-1720.988463656142,-901.5987025572707
2475000,-1197.2937125872465,-1585.11462980256,-972.4242470168195
2477200,-1127.259611277903,-1651.545786397892,-878.304827489836
2479400,-1273.865747215779,-1637.9268743324951,-758.2873922205125
2481600,-1264.7542364525543,-1757.616678617589,-865.2753010285683
2483800,-1202.247202322792,-1768.3899038479433,-825.4225433705438
2486000,-1144.0094211923183,-1773.4989324071541,-846.4501004389656
2488200,-1120.545310407813,-1563.5214237667637,-829.4247472522208
2490400,-1326.6725859843368,-1727.8460558624915,-967.4346372944631
2492600,-1446.185710070458,-1712.1511525473202,-1160.0697962265285
2494800,-1298.5692411029434,-1758.9047656606922,-761.00164033789
2497000,-1166.908841591059,-1718.2994870768555,-803.9604109441443
2499200,-1244.220620225213,-1653.8783764779328,-876.6691537665193
2501400,-1170.6467217761253,-1727.290135518431,-775.451743991405
2503600,-1241.7156215785747,-1679.8025442908947,-677.9051058434694
2505800,-1253.9969260264954,-1692.1833398530857,-869.1076463497562
2508000,-1255.769216796292,-1688.6491966523895,-861.2363150076295
2510200,-1260.525661050803,-1740.6889410126469,-898.6543082619751
2512400,-1217.788417134655,-1602.8751208800602,-738.7915603746598
2514600,-1146.025689224729,-1528.7065148173137,-861.6940158523314
2516800,-1289.2288306430312,-1703.585566432621,-783.091823580752
2519000,-1326.709585538654,-1737.4683120308566,-849.4138334919654
2521200,-1400.8521211093905,-1813.9739631552222,-925.2731218090759
2523400,-1254.4413758397623,-1817.9579333464078,-894.2339115619504
2525600,-1222.366861111121,-1618.8339501397104,-876.5324881839542
2527800,-1201.3438337688033,-1806.0627391840487,-752.0276467534197
2530000,-1252.055358127237,-1672.6336286529288,-966.7336717989912
2532200,-1098.9653339424492,-1280.4637459465628,-748.4870913790049
2534400,-1219.2420428628018,-1800.9144350396944,-751.8299249915988
2536600,-1279.741475792352,-1746.706714481713,-786.0379456760169
2538800,-1076.2996745010298,-1298.6997819096298,-753.2322885299393
2541000,-1135.8113594377296,-1776.4555957540936,-780.0984160970736
2543200,-1181.789518133679,-1748.785842957611,-880.1748673197498
2545400,-1184.4574507227737,-1748.7327110512772,-808.4067109451123
2547600,-1268.47374193678,-1648.435783410132,-882.5064540956297
2549800,-1308.5558444610556,-1770.1533250186078,-887.7931224000123
2552000,-1192.9638636740995,-1798.563681139244,-870.485484156278
2554200,-1384.941972080157,-1729.0715084617893,-1049.0086051088874
2556400,-1177.8197019876582,-1741.5411711662812,-752.6318500207036
2558600,-1303.5665961035231,-1858.1982458770926,-834.9241778645785
2560800,-1319.4699335850542,-1756.0931026398569,-841.4293141529841
2563000,-1205.340146737331,-1680.883391542077,-868.0717133999665
2565200,-1253.4256546982776,-1792.2318421803857,-867.7244748239425
2567400,-1084.0192896203898,-1676.7979806085523,-796.9694197983366
2569600,-1291.8728810041032,-1589.0833286035395,-892.2563665011862
2571800,-1231.9230977746838,-1765.727615981462,-881.0375023914917
2574000,-1270.635654376355,-1727.4111382614112,-876.2655404891085
2576200,-1132.1359437234714,-1514.012227280073,-882.1883518778063
2578400,-1236.7637934750467,-1829.222888592337,-772.5476314658553
2580600,-1236.2740466331109,-1650.1135858371194,-748.0581729136929
2582800,-1265.0947190501056,-1778.648163901636,-868.5496977436457
2585000,-1096.4156327494732,-1544.0707990084552,-859.5157279301653
2587200,-1266.8572816131332,-1790.9137733500677,-785.2612792551898
2589400,-1244.5491595648166,-1808.2638980995864,-971.8452127670797
2591600,-1189.2606662037883,-1614.86349150712,-893.9154244548007
2593800,-1447.6370266341385,-1828.2255947345557,-956.7546307924623
2596000,-1141.9172126774984,-1840.1499241862257,-749.1393887270993
2598200,-1300.9445928554371,-1781.0076773819778,-887.2944619949603
2600400,-1415.7276314711353,-1854.2813614478187,-980.3082654761707
2602600,-1102.1082520513964,-1580.9240401407606,-784.2768550260633
2604800,-1219.8600322057896,-1802.4176041441128,-750.3047105216725
2607000,-1147.388361935706,-1650.9035362217867,-867.061838820695
2609200,-1149.8782786845086,-1701.2182042300508,-863.628170759306
2611400,-1248.768501891069,-1568.0092515551805,-877.5102953830321
2613600,-1101.1053092112188,-1695.255043632234,-773.4214142392482
2615800,-1416.1483110817005,-1685.1013098344372,-975.9862666569257
2618000,-1240.7554549374665,-1702.1942491188388,-862.3200986778935
2620200,-1238.9645545439942,-1818.4514144734812,-756.9615297797415
2622400,-1243.143610314664,-1740.698328419852,-741.3284424545377
2624600,-1295.6530918736864,-1751.1586467077093,-751.6412258889219
2626800,-1269.1156855590389,-1788.4344611894858,-774.0123351416236
2629000,-1217.1626011770547,-1543.9738423945078,-846.7395433998656
2631200,-1429.1871368969007,-1740.5598003695882,-1072.2537811832228
2633400,-1328.4598729194026,-1799.7023814630177,-759.3124295825702
2635600,-1185.9223501660135,-1722.7236152233122,-905.061147202244
2637800,-1189.8241654804872,-1553.2586946347142,-882.6271055492319
2640000,-1179.141254493511,-1827.8877635854783,-854.4265788274007
2642200,-1156.4785156813416,-1670.2182232566156,-875.8110407164663
2644400,-1229.7338778187568,-1632.7258669508137,-872.7968414697547
2646600,-1210.8391124720029,-1860.427272886961,-835.0558305419729
2648800,-1160.51185142323,-1771.5208108037866,-785.0340766610097
2651000,-1303.2931043541225,-1684.175727429594,-827.4871841525248
2653200,-1227.1014640005612,-1645.06056855936,-834.359957669698
2655400,-1151.4687145831888,-1608.4165259222316,-676.4720490882277
2657600,-1179.063086387008,-1725.266152932056,-803.3907824775786
2659800,-1251.4639494743058,-1720.8662757012103,-851.3968680595124
2662000,-1148.9922442116717,-1710.0730248340528,-754.9184173616065
2664200,-1171.2889277274205,-1481.99394606172,-748.5653799566396
2666400,-1128.7013483743665,-1388.635586053283,-757.3039619615068
2668600,-1258.7658334743312,-1798.0218765473858,-875.9571866729652
2670800,-1196.8484981928323,-1486.3441390298688,-877.3760004749923
2673000,-1108.691593954626,-1509.1914265178907,-754.0812434084116
2675200,-1197.7624293513093,-1639.5315474949953,-868.0088883995002
2677400,-1024.268523306688,-1455.285007108674,-839.2020880302615
2679600,-1289.1695964936714,-1805.0904668749172,-871.6674832465624
2681800,-1316.8369476418652,-1713.4645244999554,-860.4434382490537
2684000,-1476.9231304805273,-1829.1654900193357,-969.768418541422
2686200,-1221.2769305602244,-1670.0053132057997,-904.0510811838211
2688400,-1158.4973775639503,-1577.8421071090281,-859.6769297566143
2690600,-1110.725716340098,-1584.0254557157632,-783.097854936575
2692800,-1047.610671688636,-1418.031115902244,-761.3058338802426
2695000,-1344.8755586430511,-1763.3302299814525,-867.7855304459055
2697200,-1297.4182815695228,-1688.2418689872313,-825.5821440169507
2699400,-1175.6953789394995,-1622.7682317201657,-759.212917747003
2701600,-1162.2574024030168,-1638.2877604864993,-636.8303061467607
2703800,-1161.5623307621242,-1677.4891966272403,-830.7683920105127
2706000,-1203.3758914463065,-1745.805497835614,-896.4612351631956
2708200,-1259.6900713614734,-1624.4868276933892,-871.9957834622148
2710400,-1417.9068140776299,-1752.2143912894037,-877.5617213492802
2712600,-1094.3300935526627,-1595.3796572158305,-757.0880496346758
2714800,-1264.3653291097025,-1662.0469323129632,-750.0358562703366
2717000,-1162.1507923011798,-1725.2084354239487,-866.417633015101
2719200,-1190.299969294857,-1805.0886031725952,-749.1154113262021
2721400,-1206.4060698776802,-1737.7254790533434,-780.2966040524861
2723600,-1279.9706301177348,-1709.3409936305886,-779.3224913102532
2725800,-1191.1316667232352,-1816.1959665644774,-865.7605222331681
2728000,-1126.20267714214,-1587.733118081796,-758.9351559410252
2730200,-1240.1847508060573,-1770.6756646944102,-856.9556436671602
2732400,-1198.465640832724,-1708.4720439005064,-770.4437753590544
2734600,-1274.899798067903,-1633.4278034807712,-989.6906046547027
2736800,-1053.8745820981835,-1368.3193080187837,-874.3792956998267
2739000,-1154.8413913114948,-1720.3368141818214,-770.8247396098982
2741200,-1255.4030670322336,-1807.6024497744536,-756.7132644863941
2743400,-1269.3361870961523,-1722.1380450209883,-898.5075455419761
2745600,-1299.138950405268,-1589.780940701131,-885.4238801723152
2747800,-1326.8955026889685,-1764.871659784699,-763.8509728847687
2750000,-1133.220886514169,-1492.783127307177,-718.7679993538037
2752200,-1273.1592456620688,-1791.5770177597215,-872.1600925457127
2754400,-1202.0856457848934,-1602.6623887499181,-863.2341687569825
2756600,-1391.2372819337836,-1784.595346672848,-881.2176404657084
2758800,-1262.5923598643953,-1742.7798655822373,-752.7518627924011
2761000,-1308.5675829824877,-1681.1486813041154,-867.2031873886575
2763200,-1194.8087502624533,-1461.6535973768157,-873.9219626857972
2765400,-1218.292413690591,-1683.2420368780245,-785.7106192161403
2767600,-1282.5076006070808,-1671.1723257678948,-856.0562559294823
2769800,-1309.9909161735634,-1819.141917381912,-924.632442902638
2772000,-1369.350295870444,-1825.7637915240298,-913.2853070773417
2774200,-1126.528738019548,-1752.613664006993,-758.2676398741788
2776400,-1243.706135993636,-1703.3668179585593,-763.9994586456643
2778600,-1204.9657453176228,-1548.099353305966,-856.695492816209
2780800,-1328.050930713967,-1743.0333507755588,-787.2682375104216
2783000,-1325.7800836456017,-1760.8219764571888,-966.5044997698828
2785200,-1420.945134467237,-1747.2835801479857,-859.2962422377517
2787400,-1160.0564555474068,-1724.2097975468932,-864.240467770324
2789600,-1145.561672423435,-1602.5422673799937,-746.2559815056493
2791800,-1170.2220984372505,-1571.4060202667706,-759.6227915779941
2794000,-1323.9047627849588,-1791.2911895339153,-924.0152965628365
2796200,-1349.9611129871091,-1830.6570288174253,-641.7238491407804
2798400,-1234.4027123038957,-1621.9839276971131,-875.2114235929906
2800600,-1222.642820134983,-1722.6610999659722,-821.2570137386153
2802800,-1215.097069920593,-1706.6140486198974,-900.1227439125488
2805000,-1305.479428709674,-1825.12241319442,-871.3543030659932
2807200,-1148.0330509208097,-1755.4389285269178,-807.2272162974167
2809400,-1189.688095989215,-1668.2888447574812,-761.2319768370639
2811600,-1238.6363666019479,-1774.3789286443148,-751.7447592848991
2813800,-1021.1686703527762,-1699.6420249332932,-783.4213232942999
2816000,-1217.4983699723123,-1629.17301468724,-856.0453611567007
2818200,-982.3611424207993,-1179.3237360750973,-765.777174039184
2820400,-1298.7059710951094,-1734.7337354963179,-874.9274587117109
2822600,-1247.0436859572292,-1696.7157835271835,-898.6694495058125
2824800,-1123.313586704794,-1591.6090818269695,-871.8452020978987
2827000,-1256.0350777133715,-1706.3763803857844,-966.7448729358815
2829200,-1323.5184441712788,-1773.9750038609504,-892.2294213814171
2831400,-1314.0441287492038,-1760.9412579376651,-769.9245397893488
2833600,-1249.278049107397,-1771.9555817481942,-844.8112182472423
2835800,-1303.4095774525892,-1757.0042339347528,-931.3262619029407
2838000,-1280.4947235322404,-1654.9484046829482,-874.04467238172
2840200,-1253.8978580569913,-1715.0567173256843,-820.0369290655257
2842400,-1220.9552030421296,-1717.780182099672,-763.6153433329262
2844600,-1416.0076165146297,-1808.5371908242682,-1071.068439169775
2846800,-1177.7214138921222,-1698.7050835375026,-745.6466011480152
