"Step","mean_episodes_rewards","random_agent_run_1 - mean_episodes_rewards__MIN","random_agent_run_1 - mean_episodes_rewards__MAX"
"499400","-1262.3770985759656","-1262.3770985759656","-1262.3770985759656"
"501600","-1109.5554211893254","-1109.5554211893254","-1109.5554211893254"
"503800","-1211.5075447180213","-1211.5075447180213","-1211.5075447180213"
"506000","-1153.3743519712257","-1153.3743519712257","-1153.3743519712257"
"508200","-1254.993917296687","-1254.993917296687","-1254.993917296687"
"510400","-1243.039653177642","-1243.039653177642","-1243.039653177642"
"512600","-1262.9509883288235","-1262.9509883288235","-1262.9509883288235"
"514800","-1143.9014118241928","-1143.9014118241928","-1143.9014118241928"
"517000","-1215.8104319184238","-1215.8104319184238","-1215.8104319184238"
"519200","-1508.4430517246374","-1508.4430517246374","-1508.4430517246374"
"521400","-1052.1553767649752","-1052.1553767649752","-1052.1553767649752"
"523600","-1110.0598293284909","-1110.0598293284909","-1110.0598293284909"
"525800","-1321.4593331640197","-1321.4593331640197","-1321.4593331640197"
"528000","-1314.8244344641694","-1314.8244344641694","-1314.8244344641694"
"530200","-1219.7067545541734","-1219.7067545541734","-1219.7067545541734"
"532400","-1265.1562529414803","-1265.1562529414803","-1265.1562529414803"
"534600","-1282.3090556910938","-1282.3090556910938","-1282.3090556910938"
"536800","-1319.5138154514768","-1319.5138154514768","-1319.5138154514768"
"539000","-1329.276501197416","-1329.276501197416","-1329.276501197416"
"541200","-1101.421433638127","-1101.421433638127","-1101.421433638127"
"543400","-1052.6123652868587","-1052.6123652868587","-1052.6123652868587"
"545600","-1138.432081901206","-1138.432081901206","-1138.432081901206"
"547800","-1299.5927233885448","-1299.5927233885448","-1299.5927233885448"
"550000","-1210.7334235978738","-1210.7334235978738","-1210.7334235978738"
"552200","-1300.9880052194983","-1300.9880052194983","-1300.9880052194983"
"554400","-1187.7606457741454","-1187.7606457741454","-1187.7606457741454"
"556600","-1263.27560114511","-1263.27560114511","-1263.27560114511"
"558800","-1124.1298053274734","-1124.1298053274734","-1124.1298053274734"
"561000","-1195.8382204582929","-1195.8382204582929","-1195.8382204582929"
"563200","-1384.7247219074934","-1384.7247219074934","-1384.7247219074934"
"565400","-1018.617269655153","-1018.617269655153","-1018.617269655153"
"567600","-1240.528733650758","-1240.528733650758","-1240.528733650758"
"569800","-1216.4613966783932","-1216.4613966783932","-1216.4613966783932"
"572000","-1166.13811396423","-1166.13811396423","-1166.13811396423"
"574200","-1233.1664970015993","-1233.1664970015993","-1233.1664970015993"
"576400","-1185.472641329988","-1185.472641329988","-1185.472641329988"
"578600","-1122.9942826684194","-1122.9942826684194","-1122.9942826684194"
"580800","-1136.7192182698723","-1136.7192182698723","-1136.7192182698723"
"583000","-1363.045319513936","-1363.045319513936","-1363.045319513936"
"585200","-1126.3342579642692","-1126.3342579642692","-1126.3342579642692"
"587400","-1240.6807536089862","-1240.6807536089862","-1240.6807536089862"
"589600","-1438.505890957769","-1438.505890957769","-1438.505890957769"
"591800","-1191.463010222518","-1191.463010222518","-1191.463010222518"
"594000","-1303.329197435205","-1303.329197435205","-1303.329197435205"
"596200","-1126.450259543952","-1126.450259543952","-1126.450259543952"
"598400","-1188.1987961167308","-1188.1987961167308","-1188.1987961167308"
"600600","-1122.8751371246378","-1122.8751371246378","-1122.8751371246378"
"602800","-1141.4278746825487","-1141.4278746825487","-1141.4278746825487"
"605000","-1165.627144407024","-1165.627144407024","-1165.627144407024"
"607200","-1178.3852871620884","-1178.3852871620884","-1178.3852871620884"
"609400","-1310.0538607673254","-1310.0538607673254","-1310.0538607673254"
"611600","-1216.453245591717","-1216.453245591717","-1216.453245591717"
"613800","-1144.9038399972462","-1144.9038399972462","-1144.9038399972462"
"616000","-1378.781100794693","-1378.781100794693","-1378.781100794693"
"618200","-1064.8362126108948","-1064.8362126108948","-1064.8362126108948"
"620400","-1333.2427997130953","-1333.2427997130953","-1333.2427997130953"
"622600","-1090.29631301848","-1090.29631301848","-1090.29631301848"
"624800","-1227.3481815588618","-1227.3481815588618","-1227.3481815588618"
"627000","-1291.0830232614958","-1291.0830232614958","-1291.0830232614958"
"629200","-1256.0466511239172","-1256.0466511239172","-1256.0466511239172"
"631400","-1305.5758696779674","-1305.5758696779674","-1305.5758696779674"
"633600","-1203.1280999989174","-1203.1280999989174","-1203.1280999989174"
"635800","-1131.5865050672182","-1131.5865050672182","-1131.5865050672182"
"638000","-1202.690531210535","-1202.690531210535","-1202.690531210535"
"640200","-1197.6010936438379","-1197.6010936438379","-1197.6010936438379"
"642400","-1365.2760982701645","-1365.2760982701645","-1365.2760982701645"
"644600","-1353.792967148183","-1353.792967148183","-1353.792967148183"
"646800","-1278.9404245881583","-1278.9404245881583","-1278.9404245881583"
"649000","-1211.5372410741772","-1211.5372410741772","-1211.5372410741772"
"651200","-1299.8708499490751","-1299.8708499490751","-1299.8708499490751"
"653400","-1132.9990648750443","-1132.9990648750443","-1132.9990648750443"
"655600","-1249.051193266963","-1249.051193266963","-1249.051193266963"
"657800","-1320.0542750336347","-1320.0542750336347","-1320.0542750336347"
"660000","-1234.6304788903785","-1234.6304788903785","-1234.6304788903785"
"662200","-1173.2778237964174","-1173.2778237964174","-1173.2778237964174"
"664400","-1173.8721436631174","-1173.8721436631174","-1173.8721436631174"
"666600","-1168.5515450112764","-1168.5515450112764","-1168.5515450112764"
"668800","-1176.562920145716","-1176.562920145716","-1176.562920145716"
"671000","-1345.0160136023985","-1345.0160136023985","-1345.0160136023985"
"673200","-1253.5515958531396","-1253.5515958531396","-1253.5515958531396"
"675400","-1150.2157994986298","-1150.2157994986298","-1150.2157994986298"
"677600","-1267.9093215289197","-1267.9093215289197","-1267.9093215289197"
"679800","-1239.749405491393","-1239.749405491393","-1239.749405491393"
"682000","-1210.4174879087113","-1210.4174879087113","-1210.4174879087113"
"684200","-1262.597973213951","-1262.597973213951","-1262.597973213951"
"686400","-1257.5272859821207","-1257.5272859821207","-1257.5272859821207"
"688600","-1307.2812587459355","-1307.2812587459355","-1307.2812587459355"
"690800","-1217.8212619478334","-1217.8212619478334","-1217.8212619478334"
"693000","-1152.535069261288","-1152.535069261288","-1152.535069261288"
"695200","-1187.1286590684433","-1187.1286590684433","-1187.1286590684433"
"697400","-1261.0022811429158","-1261.0022811429158","-1261.0022811429158"
"699600","-1361.5278985361927","-1361.5278985361927","-1361.5278985361927"
"701800","-1182.6827676713156","-1182.6827676713156","-1182.6827676713156"
"704000","-1287.97624047373","-1287.97624047373","-1287.97624047373"
"706200","-1019.4405457425222","-1019.4405457425222","-1019.4405457425222"
"708400","-1160.0518361169868","-1160.0518361169868","-1160.0518361169868"
"710600","-1186.2147004147953","-1186.2147004147953","-1186.2147004147953"
"712800","-1243.0300293809707","-1243.0300293809707","-1243.0300293809707"
"715000","-1216.3855430272172","-1216.3855430272172","-1216.3855430272172"
"717200","-1171.670199585008","-1171.670199585008","-1171.670199585008"
"719400","-1170.089824814576","-1170.089824814576","-1170.089824814576"
"721600","-1243.404821061971","-1243.404821061971","-1243.404821061971"
"723800","-1380.5328320420203","-1380.5328320420203","-1380.5328320420203"
"726000","-1332.535236706108","-1332.535236706108","-1332.535236706108"
"728200","-1404.9976192141041","-1404.9976192141041","-1404.9976192141041"
"730400","-1178.6534268036812","-1178.6534268036812","-1178.6534268036812"
"732600","-1257.6403121263427","-1257.6403121263427","-1257.6403121263427"
"734800","-1162.959601588832","-1162.959601588832","-1162.959601588832"
"737000","-1279.8476966739356","-1279.8476966739356","-1279.8476966739356"
"739200","-1309.7107520817679","-1309.7107520817679","-1309.7107520817679"
"741400","-1300.0808900125942","-1300.0808900125942","-1300.0808900125942"
"743600","-1198.758067413421","-1198.758067413421","-1198.758067413421"
"745800","-1304.2299267251362","-1304.2299267251362","-1304.2299267251362"
"748000","-1274.6583743856684","-1274.6583743856684","-1274.6583743856684"
"750200","-1202.5698061670796","-1202.5698061670796","-1202.5698061670796"
"752400","-1409.871249528884","-1409.871249528884","-1409.871249528884"
"754600","-1250.651331239293","-1250.651331239293","-1250.651331239293"
"756800","-1203.45469447607","-1203.45469447607","-1203.45469447607"
"759000","-1160.835594503421","-1160.835594503421","-1160.835594503421"
"761200","-1224.9927562257292","-1224.9927562257292","-1224.9927562257292"
"763400","-1064.4472999637148","-1064.4472999637148","-1064.4472999637148"
"765600","-1287.1396973766236","-1287.1396973766236","-1287.1396973766236"
"767800","-1159.7839584043586","-1159.7839584043586","-1159.7839584043586"
"770000","-1278.7466556191616","-1278.7466556191616","-1278.7466556191616"
"772200","-1135.460095772786","-1135.460095772786","-1135.460095772786"
"774400","-1220.8359213672816","-1220.8359213672816","-1220.8359213672816"
"776600","-1309.5769075832945","-1309.5769075832945","-1309.5769075832945"
"778800","-938.4312313033618","-938.4312313033618","-938.4312313033618"
"781000","-1284.9151418192484","-1284.9151418192484","-1284.9151418192484"
"783200","-1009.0810339713705","-1009.0810339713705","-1009.0810339713705"
"785400","-1082.8117285868682","-1082.8117285868682","-1082.8117285868682"
"787600","-1097.3281770554618","-1097.3281770554618","-1097.3281770554618"
"789800","-1134.7873024417502","-1134.7873024417502","-1134.7873024417502"
"792000","-1365.4807857825515","-1365.4807857825515","-1365.4807857825515"
"794200","-1225.4875905972158","-1225.4875905972158","-1225.4875905972158"
"796400","-1248.9410818181952","-1248.9410818181952","-1248.9410818181952"
"798600","-1292.2230912943555","-1292.2230912943555","-1292.2230912943555"
"800800","-1294.5828749813272","-1294.5828749813272","-1294.5828749813272"
"803000","-1108.9972434579797","-1108.9972434579797","-1108.9972434579797"
"805200","-1271.8220193457148","-1271.8220193457148","-1271.8220193457148"
"807400","-1088.8827728089434","-1088.8827728089434","-1088.8827728089434"
"809600","-1157.2530007747175","-1157.2530007747175","-1157.2530007747175"
"811800","-1281.3224703366502","-1281.3224703366502","-1281.3224703366502"
"814000","-1304.9673834121886","-1304.9673834121886","-1304.9673834121886"
"816200","-1235.8673390782903","-1235.8673390782903","-1235.8673390782903"
"818400","-1293.476785325482","-1293.476785325482","-1293.476785325482"
"820600","-1456.209670250895","-1456.209670250895","-1456.209670250895"
"822800","-1266.6680124941843","-1266.6680124941843","-1266.6680124941843"
"825000","-1207.1441562577738","-1207.1441562577738","-1207.1441562577738"
"827200","-1279.587060074011","-1279.587060074011","-1279.587060074011"
"829400","-1359.0827519432578","-1359.0827519432578","-1359.0827519432578"
"831600","-1370.4523371392067","-1370.4523371392067","-1370.4523371392067"
"833800","-1253.4631610582521","-1253.4631610582521","-1253.4631610582521"
"836000","-1265.9991301037462","-1265.9991301037462","-1265.9991301037462"
"838200","-1286.7585894907322","-1286.7585894907322","-1286.7585894907322"
"840400","-1515.542838642451","-1515.542838642451","-1515.542838642451"
"842600","-1064.8644498165872","-1064.8644498165872","-1064.8644498165872"
"844800","-1282.881723284555","-1282.881723284555","-1282.881723284555"
"847000","-1312.612099905703","-1312.612099905703","-1312.612099905703"
"849200","-1237.319028367438","-1237.319028367438","-1237.319028367438"
"851400","-1205.9191717746412","-1205.9191717746412","-1205.9191717746412"
"853600","-1420.784392670133","-1420.784392670133","-1420.784392670133"
"855800","-1259.7435526368135","-1259.7435526368135","-1259.7435526368135"
"858000","-1248.7565061411565","-1248.7565061411565","-1248.7565061411565"
"860200","-1116.6290913411929","-1116.6290913411929","-1116.6290913411929"
"862400","-1106.527309950514","-1106.527309950514","-1106.527309950514"
"864600","-1266.8524952478458","-1266.8524952478458","-1266.8524952478458"
"866800","-1254.4838820609473","-1254.4838820609473","-1254.4838820609473"
"869000","-1245.0572316674427","-1245.0572316674427","-1245.0572316674427"
"871200","-1132.7274769019498","-1132.7274769019498","-1132.7274769019498"
"873400","-1224.9373893763086","-1224.9373893763086","-1224.9373893763086"
"875600","-1392.1993793800455","-1392.1993793800455","-1392.1993793800455"
"877800","-1236.6401587887894","-1236.6401587887894","-1236.6401587887894"
"880000","-1229.990004227603","-1229.990004227603","-1229.990004227603"
"882200","-1047.4429094341253","-1047.4429094341253","-1047.4429094341253"
"884400","-1237.2387414243815","-1237.2387414243815","-1237.2387414243815"
"886600","-1292.2000150226688","-1292.2000150226688","-1292.2000150226688"
"888800","-1290.2404697553125","-1290.2404697553125","-1290.2404697553125"
"891000","-1199.6011896328087","-1199.6011896328087","-1199.6011896328087"
"893200","-1227.254895354319","-1227.254895354319","-1227.254895354319"
"895400","-1302.4313932758805","-1302.4313932758805","-1302.4313932758805"
"897600","-1227.4759442190662","-1227.4759442190662","-1227.4759442190662"
"899800","-1117.6805379439913","-1117.6805379439913","-1117.6805379439913"
"902000","-1049.3622928966533","-1049.3622928966533","-1049.3622928966533"
"904200","-1233.6495284753762","-1233.6495284753762","-1233.6495284753762"
"906400","-1196.2681727592508","-1196.2681727592508","-1196.2681727592508"
"908600","-1194.02647465653","-1194.02647465653","-1194.02647465653"
"910800","-1122.1248546092972","-1122.1248546092972","-1122.1248546092972"
"913000","-1289.4208817036686","-1289.4208817036686","-1289.4208817036686"
"915200","-1254.4010091000212","-1254.4010091000212","-1254.4010091000212"
"917400","-1266.7916458517486","-1266.7916458517486","-1266.7916458517486"
"919600","-1079.7539308399553","-1079.7539308399553","-1079.7539308399553"
"921800","-1261.8441183268424","-1261.8441183268424","-1261.8441183268424"
"924000","-1240.898063276656","-1240.898063276656","-1240.898063276656"
"926200","-1203.9673779101056","-1203.9673779101056","-1203.9673779101056"
"928400","-1134.0426965785166","-1134.0426965785166","-1134.0426965785166"
"930600","-1243.432147156895","-1243.432147156895","-1243.432147156895"
"932800","-1295.08188424067","-1295.08188424067","-1295.08188424067"
"935000","-1132.9364458962098","-1132.9364458962098","-1132.9364458962098"
"937200","-1223.316907382286","-1223.316907382286","-1223.316907382286"
"939400","-1244.5495990943427","-1244.5495990943427","-1244.5495990943427"
"941600","-1181.8023536584458","-1181.8023536584458","-1181.8023536584458"
"943800","-1264.0090998535768","-1264.0090998535768","-1264.0090998535768"
"946000","-1025.957465931036","-1025.957465931036","-1025.957465931036"
"948200","-1106.6762731362285","-1106.6762731362285","-1106.6762731362285"
"950400","-1211.752039316583","-1211.752039316583","-1211.752039316583"
"952600","-1113.2673280310364","-1113.2673280310364","-1113.2673280310364"
"954800","-1281.6738836900076","-1281.6738836900076","-1281.6738836900076"
"957000","-1352.4783352908485","-1352.4783352908485","-1352.4783352908485"
"959200","-1291.0441580230042","-1291.0441580230042","-1291.0441580230042"
"961400","-1205.4263292753392","-1205.4263292753392","-1205.4263292753392"
"963600","-1356.4259826238194","-1356.4259826238194","-1356.4259826238194"
"965800","-1230.8385363242617","-1230.8385363242617","-1230.8385363242617"
"968000","-1176.1695868467955","-1176.1695868467955","-1176.1695868467955"
"970200","-1230.390899892439","-1230.390899892439","-1230.390899892439"
"972400","-1139.230463753711","-1139.230463753711","-1139.230463753711"
"974600","-1394.2725218794383","-1394.2725218794383","-1394.2725218794383"
"976800","-1260.1353424435258","-1260.1353424435258","-1260.1353424435258"
"979000","-1180.1238459618833","-1180.1238459618833","-1180.1238459618833"
"981200","-1194.8662043861013","-1194.8662043861013","-1194.8662043861013"
"983400","-1205.4731876916169","-1205.4731876916169","-1205.4731876916169"
"985600","-1142.128989260914","-1142.128989260914","-1142.128989260914"
"987800","-1209.7856048367987","-1209.7856048367987","-1209.7856048367987"
"990000","-1210.0155708109203","-1210.0155708109203","-1210.0155708109203"
"992200","-1135.4419747174413","-1135.4419747174413","-1135.4419747174413"
"994400","-1203.1543883724166","-1203.1543883724166","-1203.1543883724166"
"996600","-1172.0762683125258","-1172.0762683125258","-1172.0762683125258"
"998800","-1258.4899567442126","-1258.4899567442126","-1258.4899567442126"
"1001000","-1289.0976211589448","-1289.0976211589448","-1289.0976211589448"